similarity,sentence1,sentence2
0,hàng nguy hiểm hàng có mùi hôi thối hoặc động vật hàng hoá khác có ảnh hưởng đến sức khoẻ hành khách được nhận chở trên xe khách hay không,hàng quán lề đường được quy định sử dụng vỉa hè như thế nào
0,hàng nguy hiểm hàng có mùi hôi thối hoặc động vật hàng hoá khác có ảnh hưởng đến sức khoẻ hành khách được nhận chở trên xe khách hay không,tại sao người dân phải nộp thuế 
1,người vận tải người lái xe khách phải chấp hành những quy định nào,hãy cho biết người vận tải người lái xe khách phải chấp hành những quy định nào
1,người vận tải người lái xe khách phải chấp hành những quy định nào,những quy định nào mà người vận tải người lái xe khách phải chấp hành 
0,người vận tải người lái xe khách phải chấp hành những quy định nào,mùa xuân có mưa rào không 
0,người vận tải người lái xe khách phải chấp hành những quy định nào,hãy giải thích khái niệm về mưa ngâu 
1,người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định,hãy cho biết người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định
1,người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định,những quy định nào mà người kinh doanh vận tải hành khách có nghĩa vụ phải thực hiện 
0,người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định,có được ném vật xuống hồ nước công cộng không
0,người kinh doanh vận tải hành khách có những nghĩa vụ nào theo quy định,xe vận tải hành hóa chạy đêm cần chú ý những gì 
1,Người kinh doanh vận tại hành khách có những quyền hạn nào theo quy định,hãy cho biết người kinh doanh vận tại hành khách có những quyền hạn nào theo quy định
1,Người kinh doanh vận tại hành khách có những quyền hạn nào theo quy định,theo luật pháp thì người kinh doanh vận tại hành khách có những quyền hạn nào 
0,Người kinh doanh vận tại hành khách có những quyền hạn nào theo quy định,ngủ vào khung giờ nào là tốt nhất 
0,Người kinh doanh vận tại hành khách có những quyền hạn nào theo quy định,cần uống bao nhiêu nước mỗi ngày là đạt tiêu chuẩn 
1,Hành khách có các quyền gì khi đi trên xe vận tải hành khách,hãy cho biết hành khách có các quyền gì khi đi trên xe vận tải hành khách
1,Hành khách có các quyền gì khi đi trên xe vận tải hành khách,quyền lợi của hành khách khi đi trên xe vận tải hành khách là gì 
0,Hành khách có các quyền gì khi đi trên xe vận tải hành khách,đá cầu đem lại lợi ích gì cho sức khỏe 
0,Hành khách có các quyền gì khi đi trên xe vận tải hành khách,ung thư ảnh hưởng xấu đến sức khỏe như thế nào 
1,hành khách có các nghĩa vụ gì khi đi trên xe vận tải hành khách,hãy cho biết hành khách có các nghĩa vụ gì khi đi trên xe vận tải hành khách
1,hành khách có các nghĩa vụ gì khi đi trên xe vận tải hành khách,nghĩa vụ của các hành khách khi đi trên xe vận tải hành khách là gì 
0,hành khách có các nghĩa vụ gì khi đi trên xe vận tải hành khách,mũ bảo hiểm được sản xuất như thế nào 
0,hành khách có các nghĩa vụ gì khi đi trên xe vận tải hành khách,đèn cồn cháy được là nhờ đâu 
1,việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành các quy định nào,hãy cho biết việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành các quy định nào
1,việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành các quy định nào,các quy định nào mà việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành 
0,việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành các quy định nào,màu sắc được pha như thế nào 
0,việc vận chuyển hàng hoá bằng xe ô tô phải chấp hành các quy định nào,ánh sáng trăng được truyền như thế nào 
1,người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật,hãy cho biết người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật
1,người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật,quy định của pháp luật cho người kinh doanh vận tải hàng hoá có các quyền như thế nào 
0,người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật,sách được xuất bản như thế nào 
0,người kinh doanh vận tải hàng hoá có các quyền gì theo quy định của pháp luật,sách trong thư viện được sắp xếp thế nào cho khoa học 
1,người kinh doanh vận tải hàng hoá có các nghĩa vụ gì theo quy định của pháp luật,hãy cho biết người kinh doanh vận tải hàng hoá có các nghĩa vụ gì theo quy định của pháp luật
1,người kinh doanh vận tải hàng hoá có các nghĩa vụ gì theo quy định của pháp luật,người kinh doanh vận tải hàng hoá có các nghĩa vụ như thế nào là đúng theo quy định của pháp luật
0,người kinh doanh vận tải hàng hoá có các nghĩa vụ gì theo quy định của pháp luật,hình trên áo được in ấn như thế nào 
0,người kinh doanh vận tải hàng hoá có các nghĩa vụ gì theo quy định của pháp luật,tại sao quảng cáo rất quan trọng trong việc bán hàng 
1,người thuê vận tải hàng hôas có các quyền hạn gì theo quy định,hãy cho biết người thuê vận tải hàng hóa có các quyền hạn gì theo quy định
1,người thuê vận tải hàng hôas có các quyền hạn gì theo quy định,có những quy định gì dành cho người thuê vận tải hàng hóa theo quy định
0,người thuê vận tải hàng hôas có các quyền hạn gì theo quy định,môn giáo dục công dân bổ sung kĩ năng gì cho học sinh 
0,người thuê vận tải hàng hôas có các quyền hạn gì theo quy định,tại sao con người có cảm xúc 
1,người thuê vận tải hàng hoá có các nghĩa vụ gì theo quy định,hãy cho biết người thuê vận tải hàng hoá có các nghĩa vụ gì theo quy định
1,người thuê vận tải hàng hoá có các nghĩa vụ gì theo quy định,có những quy định gì dành cho người thuê vận tải hàng hoá theo quy định
0,người thuê vận tải hàng hoá có các nghĩa vụ gì theo quy định,rèn luyện cơ thể như thế nào là khoa học 
0,người thuê vận tải hàng hoá có các nghĩa vụ gì theo quy định,điện thoại nào có ứng dụng theo dõi sức khỏe 
1,người nhận hàng cố các quyền gì,hãy cho biết người nhận hàng có các quyền gì 
1,người nhận hàng cố các quyền gì,các quyền nào dành cho người nhận hàng 
0,người nhận hàng cố các quyền gì,tại sao lá xanh lại chứa chất diệp lục
0,người nhận hàng cố các quyền gì,tại sao cần biết tôn trọng người khác 
1,người nhận hàng cố các nghĩa vụ gì,hãy cho biết người nhận hàng cố các nghĩa vụ gì 
1,người nhận hàng cố các nghĩa vụ gì,người nhận hàng phải thực hiện các nghĩa gì 
0,người nhận hàng cố các nghĩa vụ gì,khi nào được phép đi xe trong sân trường 
0,người nhận hàng cố các nghĩa vụ gì,vàng bạc và đồng khác nhau như thế nào 
1,hàng siêu trường siêu trọng được hiểu như thế nào,nêu khái niệm hàng siêu trường siêu trọng 
1,hàng siêu trường siêu trọng được hiểu như thế nào,hãy cho biết hàng siêu trường siêu trọng được hiểu như thế nào
0,hàng siêu trường siêu trọng được hiểu như thế nào,kính cận và kính lão khác nhau như thế nào 
0,hàng siêu trường siêu trọng được hiểu như thế nào,vợt cầu lông và vợt tennis có giống nhau không 
1,việc vận chuyển động vật sống phải tuân theo những quy tắc nào,hãy cho biết việc vận chuyển động vật sống phải tuân theo những quy tắc nào
1,việc vận chuyển động vật sống phải tuân theo những quy tắc nào,những quy tắc nào mà việc vận chuyển động vật sống phải tuân theo 
0,việc vận chuyển động vật sống phải tuân theo những quy tắc nào,lái xe an toàn là như thế nào
0,việc vận chuyển động vật sống phải tuân theo những quy tắc nào,từ khi nào nghệ thuật xăm hình xuất hiện ở nước ta 
1,xe vận chuyển hàng nguy hiểm phải chấp hành những quy định nào,hãy cho biết xe vận chuyển hàng nguy hiểm phải chấp hành những quy định nào
1,xe vận chuyển hàng nguy hiểm phải chấp hành những quy định nào,những quy định nào mà xe vận chuyển hàng nguy hiểm phải chấp hành 
0,xe vận chuyển hàng nguy hiểm phải chấp hành những quy định nào,nữ sinh được phép mặc áo dài đi học vào những dịp nào 
